index,Speaker,Sentence,class,opinion-tag,label,Act Tag,act_label
177,T/R1,Very interesting.,62,Irrelevant,0,1 - None,0
178,T/R1,Ok.,62,Irrelevant,0,1 - None,0
0,T,Tell me what you did the last time Dr. Martino was here.,63,Irrelevant,0,8 - Press for Accuracy,5
1,T,What was  the problem you were working on?,63,Irrelevant,0,8 - Press for Accuracy,5
2,T,[Michael raises his hand]   Anybody want to tell me and tell Dr. Davis?,63,Irrelevant,0,8 - Press for Accuracy,5
3,T,"You were working on a  problem I think in class together I think you were in groups, weren’t  you?",63,Irrelevant,0,2 - Keeping Everyone Together,1
4,T,Do you all want to think for a moment and maybe discuss with  your partner to help you remember what you were working on?,63,Irrelevant,0,8 - Press for Accuracy,5
5,T,[Michael’s hand is still up] Michael?,63,Irrelevant,0,2 - Keeping Everyone Together,1
6,Michael,We were working on the candy bar problem.,63,New,1,1 - None,7
7,Michael,"Like, with like which  is bigger a half or one third and we were using candy bars to show  that.",63,Strengthened,2,4 - Making a Claim,10
8,T,"Ok, so you were working on which is bigger, one half or one third.",63,Adopted,4,1 - None,0
9,T,Andrew?,63,Irrelevant,0,2 - Keeping Everyone Together,1
10,Andrew,"Yeah, we were working on, we had to write about um and we had to  do an example on it, and um to see if which is bigger, one half or one  third.",63,Strengthened,2,4 - Making a Claim,10
11,T,How many of you worked out which is bigger?,63,Irrelevant,0,2 - Keeping Everyone Together,1
12,T,One half or one  third?,63,Irrelevant,0,8 - Press for Accuracy,5
13,T,[several hands go up] How many of you think they are the  same?,63,Irrelevant,0,2 - Keeping Everyone Together,1
14,T,[all hands go down] How many of you think one is bigger?,63,Irrelevant,0,2 - Keeping Everyone Together,1
15,T,[several hands go up again] Which is bigger?,63,Irrelevant,0,8 - Press for Accuracy,5
16,T,One half or one third.,63,Irrelevant,0,8 - Press for Accuracy,5
17,T,Laura.,63,Irrelevant,0,2 - Keeping Everyone Together,1
18,Laura,One half.,63,New,1,7 - Context,0
19,T,You say one half is bigger.,63,Strengthened,2,5 - Revoicing,4
20,T,What do the rest of you think?,63,Irrelevant,0,8 - Press for Accuracy,5
21,T,Do you  think one half is bigger?,63,Irrelevant,0,2 - Keeping Everyone Together,1
22,T,[several students provide affirmation] Do  you think you can convince Dr. Davis that that’s the case?,63,Irrelevant,0,8 - Press for Accuracy,5
23,T,[several  hands go up] Can you convince Dr. Davis that one half is bigger than  one third.,63,Irrelevant,0,8 - Press for Accuracy,5
24,T,"By the way, do you know how much bigger?",63,Irrelevant,0,8 - Press for Accuracy,5
25,T,How many  of you think you know how much bigger it is?,63,Irrelevant,0,2 - Keeping Everyone Together,1
26,T,"Ok, that’s the second  question.",63,Irrelevant,0,1 - None,0
27,T,"Ok, I really would like someone to come up.",63,Irrelevant,0,1 - None,0
28,T,Jessica  maybe and Laura can come up to the overhead and show Dr. Davis  how you decided which is bigger.,63,Irrelevant,0,8 - Press for Accuracy,5
29,T,And see if you can convince us of  your result.,63,Irrelevant,0,8 - Press for Accuracy,5
30,Jessica,"Well, um, one third would be just this piece here [she points to the  purple rod] and one half of that would be [she sets up two dark green  rods] and one half would be this [one dark green rod] and one third  is bigger than one half cause this [purple rod] would be one third and  then this bigger piece [dark green rod] would be one half of that.",63,New,1,5 - Providing Evidence / Explaining Reasoning,11
31,Jessica,And-,63,Irrelevant,0,1 - None,7
32,T,Can you tell me what number name you’re calling the orange and the  red rod?,63,Irrelevant,0,8 - Press for Accuracy,5
33,Jessica,"Um, one.",63,Irrelevant,0,4 - Making a Claim,10
34,T,Teacher You’re calling the orange and red rod one?,63,Irrelevant,0,2 - Keeping Everyone Together,1
35,T,"Can you say that again,  what number names gave to each of those rods so I can hear from  back here?",63,Irrelevant,0,2 - Keeping Everyone Together,1
36,Jessica,[whispers to Laura] You say.,63,Irrelevant,0,1 - None,7
37,Jessica,"Um, this would be, this, we’re  counting this as one whole [orange and red train] and I think this  [dark green rod] has two and this [purple rod] has, wait, um.",63,New,1,4 - Making a Claim,10
38,Jessica,"Um  [giggling], um I can’t we called it, yeah, [Laura helps her out] I think  this one was one-",63,Irrelevant,0,4 - Making a Claim,10
39,Laura,That was one third,63,Adopted,4,2 - Relating to Another Student,8
40,Jessica,"this was one third, and this was one half.",63,Adopted,4,2 - Relating to Another Student,8
41,Laura,One half.,63,Adopted,4,2 - Relating to Another Student,8
42,T,What do the rest of you think?,63,Irrelevant,0,8 - Press for Accuracy,5
43,T,What do you think?,63,Irrelevant,0,8 - Press for Accuracy,5
44,T,Audra what do  you think of what… the two young ladies built up there?,63,Irrelevant,0,3 - Getting Students to Relate,2
45,Audra,I agree because-,63,Adopted,4,2 - Relating to Another Student,8
46,T,Want to speak to the class [asking her to go up front],63,Irrelevant,0,2 - Keeping Everyone Together,1
47,Audra,"[comes to overhead]  I agree because if you saw what the, um half,  was here and then you saw what, no, what the half was here and then  you saw what the third was there, and you saw that the half was  bigger than the third.",63,Adopted,4,5 - Providing Evidence / Explaining Reasoning,11
48,T,How many of you agree with the argument that a half is bigger than  a third with the argument that was made here?,63,Irrelevant,0,3 - Getting Students to Relate,2
49,T,"Ok, did you figure out  how much bigger?",63,Irrelevant,0,8 - Press for Accuracy,5
50,Audra,"It’s two, two [places two white rods next to purple rod]",63,Strengthened,2,4 - Making a Claim,10
51,Jessica,"It’s a red bigger, but",63,Weakened,3,4 - Making a Claim,10
52,T,"Ok, you’re saying it’s a red rod bigger or two white ones but that’s  what I see you have built there, but I would like you to tell me what  number name you have for how much bigger it is.",63,Strengthened,2,8 - Press for Accuracy,5
53,Audra,"Um, wait, it’s one third bigger, I think [organizing the dark green  and red blocks together].",63,New,1,4 - Making a Claim,10
54,Jessica,I think it’s one third bigger too because if you put the red to the  green,63,Adopted,4,2 - Relating to Another Student,8
55,Audra,You’d see that there’s three,63,Strengthened,2,2 - Relating to Another Student,8
56,Jessica,You need three and if you put the purple one to it also and then it  takes one third of them.,63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
57,T,Okay so these young ladies have proved that one half is bigger than  one third and it’s- one half is one third bigger than one third.,63,Refuted,5,1 - None,0
58,T,What  do you think?,63,Irrelevant,0,3 - Getting Students to Relate,2
59,T,That one half is one third bigger than one third.,63,Strengthened,2,1 - None,0
60,T,What  do you think about what they just proved?,63,Irrelevant,0,3 - Getting Students to Relate,2
61,T,Now you were all  watching their argument up there and have they convinced you?,63,Irrelevant,0,3 - Getting Students to Relate,2
62,T,[Child in front row has his hand up] I don’t know if they have  convinced Dr. Davis.,63,Irrelevant,0,1 - None,0
63,T,"Um, but I am wondering if they have  convinced you?",63,Irrelevant,0,3 - Getting Students to Relate,2
64,T,Kelly.,63,Irrelevant,0,2 - Keeping Everyone Together,1
65,T,"What do you think, do you agree with this?",63,Irrelevant,0,3 - Getting Students to Relate,2
66,Kelly,"Um, yes.",63,Adopted,4,7 - Context,0
67,T,You agree with them.,63,Irrelevant,0,5 - Revoicing,4
68,Kelly,"Well, if you have, um, a red, if you hold, um, well, if you have, um,  well we used these and we went like, and then we like held reds up  and we showed that um, that um, one half is bigger by, because this  part is smaller, and this is supposed to be one, one third so that’s  how we did it.",63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
69,T,"Brian you are making a face, what do you think?",63,Irrelevant,0,3 - Getting Students to Relate,2
70,T,Do you agree with  them?,63,Irrelevant,0,3 - Getting Students to Relate,2
71,Brian,Not really.,63,Refuted,5,2 - Relating to Another Student,8
72,T,Brian doesn’t agree with you  Audra or Jessica I think that’s like changing the problem because we are  using the dark greens and she [Kelly] is using the light greens.,63,Refuted,5,1 - None,0
73,T,"Oh, hmm.",63,Irrelevant,0,1 - None,0
74,Jessica,If you take this and it has three thirds [Brian builds the model on his  desk],63,Irrelevant,0,4 - Making a Claim,10
75,T,Let me make sure I understand this.,63,Irrelevant,0,1 - None,0
76,T,"You’re calling this one, right?",63,Irrelevant,0,2 - Keeping Everyone Together,1
77,T,"And you’re calling this one third,",63,Irrelevant,0,1 - None,0
78,Jessica,And we’re calling this,63,Irrelevant,0,1 - None,7
79,T,And you’re calling this one third,63,Strengthened,2,1 - None,0
80,Jessica,One third,63,Adopted,4,1 - None,7
81,T,Right?,63,Irrelevant,0,1 - None,0
82,T,And you’re calling this one half?,63,Irrelevant,0,2 - Keeping Everyone Together,1
83,T,And you’re saying one half  is bigger than one third by one third?,63,Irrelevant,0,2 - Keeping Everyone Together,1
84,Jessica and Audra,"[Girls agreeing with her as she  demonstrates what they said]  Yeah, you can put three of these, three reds up to one green  and then it would take one, one third of the red to make um, to go  there, like.",63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
85,T,"Ok, I would like all of you—How many of you agree?",63,Irrelevant,0,3 - Getting Students to Relate,2
86,T,How many of  you disagree?,63,Irrelevant,0,3 - Getting Students to Relate,2
87,T,"Now if you disagree you have to say why you disagree  because they are saying that one third is smaller than a half, one half  is bigger than a third, it’s one third bigger than a third, that’s what  they are saying.",63,Irrelevant,0,1 - None,0
88,T,"Now either you have to agree, or disagree or not  know.",63,Irrelevant,0,1 - None,0
89,T,How many of you aren’t sure?,63,Irrelevant,0,3 - Getting Students to Relate,2
90,T,"[several hands go up] A few of  you aren’t sure, but some of you disagree.",63,Irrelevant,0,1 - None,0
91,T,And if you disagree we  have to say what’s wrong with their argument.,63,Irrelevant,0,1 - None,0
92,T,There must be  something wrong with their argument if you disagree.,63,Irrelevant,0,1 - None,0
93,T,Or maybe  their argument is right because I’m very confused.,63,Weakened,3,1 - None,0
94,T,Brian what do  you think?,63,Irrelevant,0,3 - Getting Students to Relate,2
95,Brian,"Well, when they said one third is bigger than one half by one third.",63,Weakened,3,2 - Relating to Another Student,8
96,Brian,"I  think they said, is that what they said?",63,Irrelevant,0,2 - Relating to Another Student,8
97,Brian,"Well, I don’t really agree,  because well if you split, if you split one of the thirds in half which  would make [counting the blocks], which would make a sixth.",63,Weakened,3,5 - Providing Evidence / Explaining Reasoning,11
98,Brian,I  think it’s a sixth bigger.,63,New,1,5 - Providing Evidence / Explaining Reasoning,11
99,Brian,"Like, well, [holds his rods], um should I go  up there?",63,Irrelevant,0,1 - None,7
100,T,"Sure, ladies can you make a little space here for Brian.",63,Irrelevant,0,Implicit None (Student),7
101,T,"Maybe you  need to have a little conference here, we have some disagreement.",63,Irrelevant,0,1 - None,0
102,Brian,"Well, see for um, when they said it was  one half bigger, if you split a third in half it'd make a sixth, like one,  two, three, four, five six.",63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
103,Brian,"Like, like pretending they were, like  pretending they were split in half.",63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
104,Brian,"If you split one of these in half  and you have three of them up there they’d make, they’d make six  and any way, and when you split them in half right in the middle  over there it’s kind of like that, it’s kind of like this, there was this  was, that was the one third [points to a purple rod] and that was the  one half [points to the dark green rod] on the bottom and so it’s just  like this and the red I’m pretending is like, is like, is a half of one of  the purples and you see when I split it in half it’s, it’s one sixth and,  and it equals, and it equals up to a green.",63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
105,T,I’m hearing you say Brian that the number name for red is one sixth  and the reason why is—,63,Irrelevant,0,9 - Press for Reasoning,6
106,Brian,"Well, I mean a red, I’m considering a red one sixth [Dr Maher: yeah]  because two of these [red rods] equals, see they’re two, they’re two  sixths, two halves of one purple and the purple is a third and the half  of one third is sixth, there’s sixths.",63,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
0,T,"I want to look first at something , Jeff, everybody I want to look first at something which is important to mathematicians. ",64,Irrelevant,0,1 - none,0
1,T,They talk a lot about true statements and false statements and they usually say open sentences and I want to make sure we agree on what they are.,64,Irrelevant,0,1 - none,0
2,T,"If I wrote three plus box equals five, which do you suppose they would call it?",64,New,1,8 - press for  accuracy,5
3,T,TRUE or false or open?,64,New,1,8 - press for  accuracy,5
4,Jeff,Open.,64,New,1,4 - making a claim,10
5,AmyLynn,Open.,64,Adopted,4,2 - relating to another student,8
6,T,You are right. ,64,Adopted,4,1 - none,0
7,T,I don’t know how you know but you are right. ,64,Strengthened,2,1 - none,0
8,T,"Hum, could you tell me something that I could write in the box that would make a false statement, Brian?",64,Irrelevant,0,8 - press for  accuracy,5
9,Brian,"Uh, five.",64,New,1,7 - context,0
10,T,"Five, okay. I write 5 in the box so it says three plus five equals five and I take it that we agree that is false. ",64,Strengthened,2,5 - revoicing,4
11,T,Yes.,64,Adopted,4,1 - none,0
12,Student,Uh hum.,64,Irrelevant,0,1 - none,7
13,T,"Okay, so usually what the people want us to do is to write something in the box that will make a true statement which I am sure you anticipated.",64,Irrelevant,0,1 - none,0
14,T," Michael, what would that be?",64,Irrelevant,0,8 - press for  accuracy,5
15,Michael,Two.,64,New,1,7 - context,0
16,T,"Two and to keep track of it, this is often called the truth set and I am going to write it here.",64,Strengthened,2,5 - revoicing,4
17,T,"You can think that I wrote it in the box but sometimes it is nice to keep the box empty so we can write other things in it so I am going to write the 2 there and this is called a truth set and what that says is that if I put 2 in the box, I’ll have a true statement. ",64,Strengthened,2,1 - none,0
18,T,We all agree on how that works.,64,Strengthened,2,1 - none,0
19,T,"Okay, well I want to try another kind of problem here.",64,Irrelevant,0,1 - none,0
20,T,"There is something that some Mathematicians call the rule for substituting and it says it says, if you have more than one box, whatever number you put in the first box, you got to put the same number in all of the boxes.",64,New,1,1 - none,0
21,T,"Okay, now if you do that you’ve made a legal substitution.",64,Strengthened,2,1 - none,0
22,T,If you don’t do that you have made an illegal substitution.,64,Strengthened,2,1 - none,0
23,T,Now what I’d like you to do is make a legal substitution that would produce a false statement.,64,New,1,8 - press for  accuracy,5
24,Jeff,"Oh, six, six.",64,New,1,7 - context,0
25,T,Six. ,64,Adopted,4,4 - restating,3
26,T,Where do you want me to write the six?,64,Irrelevant,0,8 - press for  accuracy,5
27,Student,Put six plus six equals eight.,64,Irrelevant,0,5 - providing evidence/providing reasoning,11
28,T,"Okay, was that legal?",64,Irrelevant,0,2 - keeping everyone together,1
29,Jeff,No. ,64,Refuted,5,1 - none,7
30,Jeff,"Yes, it was legal.",64,Adopted,4,4 - making a claim,10
31,Brian,Yes it was.,64,Adopted,4,2 - relating to another student,8
32,Jeff,But it was a false statement.,64,Refuted,5,2 - relating to another student,8
33,T,Six plus six equals eight true or false?,64,Irrelevant,0,8 - press for  accuracy,5
34,Brian,False.,64,Refuted,5,7 - context,0
35,T,That’s what he wanted to do so it worked. ,64,Irrelevant,0,1 - none,0
36,T,"Okay, so that was legal and it produced a false statement.",64,Strengthened,2,5 - revoicing,4
37,T,Now what I’d like you to do now is make an illegal substitution that will produce a true statement.,64,Irrelevant,0,1 - none,0
38,T,Michael?,64,Irrelevant,0,2 - keeping everyone together,1
39,Michael,Six and two.,64,New,1,7 - context,0
40,T,Okay. ,64,Irrelevant,0,1 - none,0
41,T,Six here and a two here.,64,Irrelevant,0,5 - revoicing,4
42,T,"Okay, is that legal or illegal?",64,Irrelevant,0,8 - press for  accuracy,5
43,Michael,Illegal.,64,New,1,4 - making a claim,10
44,Brian,Illegal.,64,Adopted,4,2 - relating to another student,8
45,T,Illegal because he didn’t put the same number in both boxes.,64,Strengthened,2,5 - providing evidence/providing reasoning,11
46,Jeff,What does that say?,64,Irrelevant,0,1 - none,7
47,Michelle,I [inaudible].,64,Irrelevant,0,1 - none,7
48,T,But the statement he got is true. ,64,Weakened,3,1 - none,0
49,T,"Hum, could you make it wrong both ways.",64,Irrelevant,0,2 - keeping everyone together,1
50,T,Make an illegal substitution that produces a false statement.,64,New,1,1 - none,0
51,T,Bobby?,64,Irrelevant,0,2 - keeping everyone together,1
52,Bobby,Six plus eight.,64,New,1,7 - context,0
53,T,Eight.,64,Irrelevant,0,4 - restating,3
54,T,Six plus what?,64,Irrelevant,0,8 - press for  accuracy,5
55,Bobby,Eight.,64,Irrelevant,0,7 - context,0
56,T,Eight.,64,Irrelevant,0,4 - restating,3
57,T,How about that?,64,Irrelevant,0,2 - keeping everyone together,1
58,Jeff,It could be better.,64,Adopted,4,4 - making a claim,10
59,T,He did what he wanted it to do and it is illegal because he doesn’t have the same thing in both boxes.,64,Strengthened,2,1 - none,0
60,Michelle,I like fifty.,64,Irrelevant,0,4 - making a claim,10
61,T,And the statement six plus eight equals eight,64,Irrelevant,0,1 - none,0
62,Jeff,That was really good.,64,Irrelevant,0,1 - none,7
63,T,Is certainly false.,64,Refuted,5,1 - none,0
64,Jeff,I have to think of these.,64,Irrelevant,0,1 - none,7
65,T,"Okay, somebody ask the next question?",64,Irrelevant,0,2 - keeping everyone together,1
66,Jeff,Someone ask the next question?,64,Irrelevant,0,1 - none,7
67,T,Yeah.,64,Irrelevant,0,1 - none,0
68,T,Brian.,64,Irrelevant,0,2 - keeping everyone together,1
69,Brian,Can you like take a legal substitution and have a true answer?,64,Irrelevant,0,1 - none,7
70,T,"Yeah, can you make a legal substitution and get a true statement?",64,New,1,8 - press for  accuracy,5
71,Ankur,Four and Four.,64,New,1,4 - making a claim,10
72,Jeff,Way to go Ankur.,64,Strengthened,2,1 - none,7
73,T,Yeah. ,64,Adopted,4,1 - none,0
74,T,"Sure and so if I use this system of the truth set, I can write a 4 here and what is that telling me?",64,Strengthened,2,8 - press for  accuracy,5
75,T,It is saying to put four in all of the boxes and it will be true.,64,Strengthened,2,1 - none,0
76,Jeff,Yes.,64,Adopted,4,1 - none,7
77,T,Is that okay?,64,Irrelevant,0,2 - keeping everyone together,1
78,T,Is that alright?,64,Irrelevant,0,2 - keeping everyone together,1
0,T,"So we’re particularly looking for formulas like this where you don’t need to know the
number in the triangle, all you need is to put the number in the box and
that will tell you the number in the triangle. ",65,New,1,1 - none,0
1,T,"OK, um, I think we really have come close to being out of time would anybody like to say anything
about this?",65,Irrelevant,0,2 - keeping everyone together,1
2,Bobby,We’ve got a secret about the whole thing.,65,New,1,1 - none,0
3,T,"You’ve got a secret about the whole thing, OK, well we got time to do a couple more things. ",65,Adopted,4,1 - none,0
4,T,You want to say it to the camera or to everybody?,65,Irrelevant,0,2 - keeping everyone together,1
5,Bobby,It’s just for number eight.,65,Irrelevant,0,1 - none,7
6,T,Who’s talking?,65,Irrelevant,0,2 - keeping everyone together,1
7,Amy Lynn,He can. ,65,Irrelevant,0,1 - none,7
8,Bobby,"Well, like here it’s zero and then it goes plus two then plus four then plus six then plus eight then plus ten. ",65,New,1,5 - providing evidence/providing reasoning,11
9,Bobby,"Then more, plus twelve then plus fourteen",65,Strengthened,2,5 - providing evidence/providing reasoning,11
10,T,You wouldn’t be willing to tell that to everybody.,65,Irrelevant,0,1 - none,0
11,Bobby,"Yeah, why not? ",65,Irrelevant,0,1 - none,7
12,Bobby,It works for this one.,65,Strengthened,2,4 - making a claim,10
13,T,But it might be an interesting idea. ,65,Irrelevant,0,1 - none,0
14,T,Let me write the table to show this.,65,Irrelevant,0,1 - none,0
15,T,"OK, they have an interesting idea that maybe you’ve all thought of, but it’s worth making sure you know it.",65,Irrelevant,0,1 - none,0
16,T, Would you explain it to everybody?,65,Irrelevant,0,8 - press for  accuracy,5
17,Amy Lynn,It starts at...you explain it I’m not good at explaining it.,65,Irrelevant,0,1 - none,7
18,Bobby,"Here it’s zero and then this is two then four, then six, eight, then ten and if you keep going down it would be twelve, fourteen if it went on.",65,Strengthened,2,5 - providing evidence/providing reasoning,11
19,T,"OK, I think that’s worth thinking about, Jeffery did you have something to show?",65,Irrelevant,0,8 - press for  accuracy,5
20,Jeff,Should I show everyone?,65,Irrelevant,0,1 - none,7
21,T,It’s up to you are you ready to show everyone?,65,Irrelevant,0,8 - press for  accuracy,5
22,T,"OK, anybody else coming to help, or are you doing it by yourself?",65,Irrelevant,0,2 - keeping everyone together,1
23,Jeff,I’ll do it by myself. ,65,Irrelevant,0,1 - none,7
24,Jeff,"Basically when you start with two zeros you’re going to subtract, you know how when it’s like box times box plus one equals triangle, but if it’s there’s two zeros starting out it’s going to be box times box minus a number equals triangle.",65,New,1,5 - providing evidence/providing reasoning,11
25,Jeff,"We don’t really know, but we tried different numbers and it works out every time. ",65,Strengthened,2,5 - providing evidence/providing reasoning,11
26,Jeff,"Yes you do, if there’s double zeros on the thing, you minus. ",65,Strengthened,2,5 - providing evidence/providing reasoning,11
27,Jeff,Yeah we did we subtracted on eight and subtracted on nine too. ,65,Strengthened,2,5 - providing evidence/providing reasoning,11
28,Jeff,No I’m not going to show you my paper.,65,Irrelevant,0,1 - none,7
29,T,"OK, how many people got this, some people have the formula for this and I think Jeff actually had the formula for this. ",65,Irrelevant,0,1 - none,0
30,T,Does anyone else have the formula for this?,65,Irrelevant,0,2 - keeping everyone together,1
31,T,"Jeff, yeah, you’re working with Stephanie, and Michelle, and Mike is that right? ",65,Irrelevant,0,2 - keeping everyone together,1
32,T,"Matt too, so the four of you. ",65,Irrelevant,0,1 - none,0
33,T,"OK, but they’re carefully not showing you their formula, but they did tell you one interesting thing to think about.",65,Irrelevant,0,1 - none,0
34,Michelle I,We’re ready to explain what we got.,65,Irrelevant,0,1 - none,7
35,T,Okay,65,Irrelevant,0,1 - none,0
36,Brian,"OK, everybody goes up.",65,Irrelevant,0,1 - none,7
37,Brian,Should I write I don’t think I should write?,65,Irrelevant,0,1 - none,7
38,Brian,I don’t know what to write.,65,Irrelevant,0,1 - none,7
39,Brian,Should I just this out.,65,Irrelevant,0,1 - none,7
40,Brian,"Well, see, don’t erase the whole thing. ",65,Irrelevant,0,1 - none,7
41,Brian,"OK, you just divide basically to get the answer.",65,New,1,5 - providing evidence/providing reasoning,11
42,Brian,"Like, divide two into two and you get one, if you multiply two times one plus zero you get two and that’s what you’re supposed to get because two’s in the triangle. ",65,Strengthened,2,5 - providing evidence/providing reasoning,11
43,Brian,And the triangle’s supposed to be at the end. ,65,Strengthened,2,5 - providing evidence/providing reasoning,11
44,Brian,Divide six times three and you get two.,65,Strengthened,2,7 - context,0
45,T,I think you mean divide six by three and you get two.,65,Adopted,4,5 - revoicing,4
46,Brian,You do. ,65,Adopted,4,1 - none,7
47,Brian,"Awesome, and that’s one and then you take the one and the two out of there and the two times one, I have to move down, and then you just plus zero cause that’s the number you have up there to start with and then it equals that two. ",65,New,1,5 - providing evidence/providing reasoning,11
48,Brian,This number should always be in the triangle at the end.,65,Strengthened,2,5 - providing evidence/providing reasoning,11
49,T,"OK, I’m not sure that everybody could follow that or not it’s a nice idea, but it’s not quite this formula. ",65,Irrelevant,0,1 - none,0
50,T,"What did they, they depend on using the number in the triangle right, and when you really want a formula you want something where if you didn’t know the number in the triangle, you could do something with the number in the box to get it. ",65,New,1,1 - none,0
51,T,"This is a nifty idea, and you could use it, but it does something different.",65,Strengthened,2,1 - none,0
52,T,OK.,65,Irrelevant,0,1 - none,0
53,T, I’d show you one last problem. ,65,Irrelevant,0,1 - none,0
54,T,"Now, we wouldn’t solve it today it’s a very hard problem,",65,Irrelevant,0,1 - none,0
0,T,"So, how about for eight?",66,Irrelevant,0,8 - Press for Accuracy,5
1,T,"So you’re saying, so how would you do for eight?",66,Irrelevant,0,8 - Press for Accuracy,5
2,Ariel,For eight?,66,Irrelevant,0,1 - None,7
3,T,"So your saying, your taking..",66,Irrelevant,0,1 - None,0
4,T,So why did you pick thirty-four?,66,Irrelevant,0,9 - Press for Reasoning,6
5,Ariel,Because um ten steps is thirty-four.,66,New,1,5 - Providing Evidence / Explaining Reasoning,11
6,T,"So out of this hundred, you chose ten, right?",66,Irrelevant,0,2 - Keeping Everyone Together,1
7,T,"You fix ten which has thirty-four, right?",66,Strengthened,2,2 - Keeping Everyone Together,1
8,T,"How would you do for four, how would you do for eight?",66,Irrelevant,0,8 - Press for Accuracy,5
9,Ariel,For eight?,66,Irrelevant,0,1 - None,7
10,T,Using the same idea.,66,Irrelevant,0,1 - None,0
11,James,What?,66,Irrelevant,0,1 - None,7
12,James,Eight what?,66,Irrelevant,0,3 - Asking for More Information,9
13,T,A ladder with eight steps.,66,Irrelevant,0,1 - None,0
14,Ariel,"One, two, three, four, five, six, seven, eight.",66,Irrelevant,0,1 - None,7
15,Ariel,"Ah, here I go.",66,Irrelevant,0,1 - None,7
16,Ariel,"One, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty, twenty-one, twenty-two, twenty-three, twenty- four, twenty-five, twenty-six.",66,Irrelevant,0,1 - None,7
17,Ariel,Ahh?,66,Irrelevant,0,1 - None,7
18,Ariel,"One, two, three, four, five, six, seven, eight.",66,Irrelevant,0,1 - None,7
19,Ariel,How the heck?,66,Irrelevant,0,1 - None,7
20,James,Any questions?,66,Irrelevant,0,1 - None,7
21,T,So how many did you find.,66,Irrelevant,0,8 - Press for Accuracy,5
22,Ariel,"Because the four steps . One, two, three, four.",66,Irrelevant,0,1 - None,7
23,Ariel,"One, two, three, four.",66,Irrelevant,0,1 - None,7
24,Ariel,"Take this whole thing off, right?",66,Irrelevant,0,4 - Making a Claim,10
25,James,Do you know an easier way?,66,Irrelevant,0,1 - None,7
26,Ariel,You have four steps right?,66,Irrelevant,0,4 - Making a Claim,10
27,Ariel,"One, two, three, four.",66,Irrelevant,0,1 - None,7
28,Ariel,"Now, one, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen.",66,New,1,1 - None,7
29,T,"So how many in total for eight, for a ladder with eight steps?",66,Irrelevant,0,8 - Press for Accuracy,5
30,T,How many is that?,66,Irrelevant,0,8 - Press for Accuracy,5
31,Ariel,So the rods … you multiply by two.,66,Irrelevant,0,4 - Making a Claim,10
32,James,"But when you add four more, you add three more steps for each one.",66,Weakened,3,5 - Providing Evidence / Explaining Reasoning,11
33,James,"So for another step that’s three blocks, for another step there that’s three blocks and that equals twelve, so fourteen plus twelve is twenty- six.",66,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
34,Ariel,Nice.,66,Adopted,4,1 - None,7
35,James,So these two must be wrong.,66,Refuted,5,4 - Making a Claim,10
36,Ariel,Which one?,66,Irrelevant,0,3 - Asking for More Information,9
37,Ariel,"Oh, the ten one?",66,Irrelevant,0,3 - Asking for More Information,9
38,James,"Then, you’d have to multiply that by thirty.",66,Irrelevant,0,5 - Providing Evidence / Explaining Reasoning,11
39,James,"Yeah, I had to multiply that by thirty and then divide it by five, which is that six and then seventeen times six.",66,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
40,James,And that’s how you get the answer.,66,Irrelevant,0,1 - None,7
41,T,"So are we sure about, is the hundred sure, is that correct now?",66,Weakened,3,2 - Keeping Everyone Together,1
42,T,"Are we sure that, it’s right now?",66,Irrelevant,0,2 - Keeping Everyone Together,1
43,James,Three twelve.,66,New,1,4 - Making a Claim,10
44,Ariel,I got to go at 3:30.. Or else I’ll be stuck..,66,Irrelevant,0,1 - None,7
45,Ariel,"How many steps we got.. One, two, three, four, five, six, seven, eight, nine, ten.",66,Irrelevant,0,1 - None,7
46,T,Which one you are doing now?,66,Irrelevant,0,2 - Keeping Everyone Together,1
47,Ariel,"Thirty, I give up man.",66,New,1,4 - Making a Claim,10
48,T,"Thirty, what?",66,Irrelevant,0,8 - Press for Accuracy,5
49,Ariel,Thirty-two.,66,New,1,4 - Making a Claim,10
50,T,Thirty-two for what?,66,Irrelevant,0,8 - Press for Accuracy,5
51,Ariel,For this one the ten steps.,66,Irrelevant,0,4 - Making a Claim,10
52,T,You have got ten steps there?,66,Irrelevant,0,2 - Keeping Everyone Together,1
53,Ariel,Yeah.,66,Irrelevant,0,1 - None,7
54,T,So thirty-two and how many you said you had for a hundred?,66,Irrelevant,0,8 - Press for Accuracy,5
55,Ariel,For a hundred steps three hundred and forty so it will be three twenty.,66,New,1,5 - Providing Evidence / Explaining Reasoning,11
